Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
4/19/2022,Widget B,South,421,32,Male,3.070397860215231
4/20/2022,Widget C,West,549,53,Female,1.4977368317870208
4/21/2022,Widget D,West,573,64,Female,4.848783505111966
4/22/2022,Widget C,West,112,63,Male,2.1596990505321143
4/23/2022,Widget D,South,283,69,Male,4.411776813537172
4/24/2022,Widget B,West,210,36,Male,2.5504985008098373
4/25/2022,Widget C,South,607,30,Female,2.2927769994295097
4/26/2022,Widget D,West,389,59,Female,4.740634289506485
4/27/2022,Widget A,South,394,38,Female,2.453290288344896
4/28/2022,Widget B,East,550,54,Male,2.561151634652546
4/29/2022,Widget D,East,314,44,Male,1.4243671184516367
4/30/2022,Widget A,East,731,69,Female,3.681786661130037
5/1/2022,Widget D,East,993,46,Male,2.155357657910054
5/2/2022,Widget A,East,666,37,Male,3.342416671358029
5/3/2022,Widget B,West,126,42,Female,3.365406816212838
5/4/2022,Widget C,West,729,23,Female,3.876798782383068
5/5/2022,Widget A,West,832,53,Male,3.980965944689765
5/6/2022,Widget D,South,330,19,Female,3.0578097376061577
5/7/2022,Widget B,South,664,39,Male,2.323967790413612
5/8/2022,Widget A,South,906,49,Female,4.349803579338936
5/9/2022,Widget D,South,420,33,Female,2.239462597633939
5/10/2022,Widget D,East,332,35,Female,3.030036377877326
5/11/2022,Widget D,East,769,22,Male,2.605010332814912
5/12/2022,Widget A,East,536,53,Male,4.420313543878752
5/13/2022,Widget A,North,880,47,Female,2.727674124583315
5/14/2022,Widget A,West,632,62,Female,2.544396755349937
5/15/2022,Widget C,South,502,36,Female,3.759294772
5/16/2022,Widget A,South,152,40,Male,3.409764439445771
5/17/2022,Widget A,East,886,51,Female,1.4289873339833843
5/18/2022,Widget A,South,412,30,Female,3.032675225375853
5/19/2022,Widget C,South,380,60,Female,3.9419135533329905
5/20/2022,Widget A,West,825,46,Female,4.9682990583654245
5/21/2022,Widget D,East,130,53,Male,3.5165873358812765
5/22/2022,Widget A,West,436,39,Male,2.481172265765271
5/23/2022,Widget D,North,282,69,Female,1.9046063992084736
5/24/2022,Widget D,North,122,69,Male,4.491320936613281
5/25/2022,Widget D,North,643,64,Male,4.258260848454011
5/26/2022,Widget C,East,545,53,Male,1.9356912831175395
5/27/2022,Widget C,South,173,26,Female,1.8025283605862938
5/28/2022,Widget C,East,109,56,Male,3.8605471072447024
5/29/2022,Widget A,East,583,68,Male,2.259808247675038
5/30/2022,Widget D,South,555,36,Male,2.2255951934478313
5/31/2022,Widget C,West,665,55,Female,1.609160988270621
6/1/2022,Widget C,North,663,23,Female,2.0559020788393196
6/2/2022,Widget A,West,759,69,Male,2.7100302303705983
6/3/2022,Widget C,North,259,64,Male,3.931353349089662
6/4/2022,Widget A,East,981,32,Female,2.345232377654999
6/5/2022,Widget B,North,113,37,Female,2.3144173579193708
6/6/2022,Widget C,East,277,26,Male,2.1396530102097433
6/7/2022,Widget B,West,511,49,Male,2.913134670044172
6/8/2022,Widget A,East,977,21,Female,1.7225467917652613
6/9/2022,Widget D,West,152,67,Female,2.942522936128502
6/10/2022,Widget C,South,507,35,Male,3.8167022247787594
6/11/2022,Widget A,South,946,22,Female,1.1191620161304887
6/12/2022,Widget D,South,121,37,Male,1.0391175212230475
6/13/2022,Widget D,East,129,40,Male,1.300491640618037
6/14/2022,Widget B,South,802,28,Male,3.1426402469124484
6/15/2022,Widget A,North,359,54,Female,4.417820332741614
6/16/2022,Widget D,West,304,39,Male,1.0195378640810078
6/17/2022,Widget C,West,158,21,Male,4.746645218338724
6/18/2022,Widget C,North,570,46,Female,1.4251140462821432
6/19/2022,Widget B,East,875,61,Female,4.367934112232906
6/20/2022,Widget D,East,565,51,Male,2.931419059931787
6/21/2022,Widget A,West,111,30,Male,3.637429549115376
6/22/2022,Widget C,South,730,59,Female,3.0427319377887296
6/23/2022,Widget D,East,389,26,Female,2.9081929007174185
6/24/2022,Widget D,East,949,59,Female,4.339597713457566
6/25/2022,Widget B,North,859,48,Male,4.023545518271265
6/26/2022,Widget C,North,453,24,Male,2.9336089460920167
6/27/2022,Widget C,South,738,21,Male,1.4465437175842464
6/28/2022,Widget A,East,174,36,Female,1.4616118372576326
6/29/2022,Widget C,East,972,59,Male,4.206157842876301
6/30/2022,Widget A,North,815,47,Female,3.117562485390134
7/1/2022,Widget C,East,660,48,Male,2.9263565608774504
7/2/2022,Widget B,West,690,52,Female,3.7222673654428604
7/3/2022,Widget C,North,540,38,Male,4.435366333657042
7/4/2022,Widget A,South,340,48,Male,3.515492577653221
7/5/2022,Widget A,North,960,36,Female,4.051391609385917
7/6/2022,Widget B,East,253,48,Female,4.061082096467828
7/7/2022,Widget C,South,885,49,Male,2.4250457951718363
7/8/2022,Widget C,North,195,19,Female,2.096332782563983
7/9/2022,Widget B,West,825,69,Female,4.204656268700635
7/10/2022,Widget C,West,393,27,Male,2.508715167136974
7/11/2022,Widget C,North,308,19,Female,4.613344026090821
7/12/2022,Widget A,West,442,19,Male,1.2787627869204785
7/13/2022,Widget C,West,187,41,Male,1.2328700483013586
7/14/2022,Widget C,West,917,34,Female,4.708016640405633
7/15/2022,Widget B,South,875,49,Female,3.5938196567257394
7/16/2022,Widget B,West,489,33,Male,2.5183974257933293
7/17/2022,Widget D,West,424,33,Male,4.020241659264731
7/18/2022,Widget A,West,988,63,Male,3.689307239974565
7/19/2022,Widget C,South,931,56,Male,3.124804187278385
7/20/2022,Widget C,North,256,48,Male,1.3954933706506054
7/21/2022,Widget D,East,767,60,Male,4.248718349171006
7/22/2022,Widget C,West,750,41,Female,4.464092762722499
7/23/2022,Widget A,North,732,18,Female,1.6886747542105964
7/24/2022,Widget D,West,676,28,Female,4.402046607908266
7/25/2022,Widget A,South,718,38,Male,4.511389244066256
7/26/2022,Widget D,North,758,21,Female,3.197714449154064
7/27/2022,Widget D,South,236,24,Male,3.624716144890748
7/28/2022,Widget B,West,773,43,Male,2.5289492800579656
7/29/2022,Widget A,West,527,64,Female,2.127166590037064
7/30/2022,Widget C,South,551,67,Male,3.887932587806579
7/31/2022,Widget C,East,711,29,Male,4.447500596063232
8/1/2022,Widget A,South,949,48,Male,3.616310212
8/2/2022,Widget C,West,918,34,Male,3.046362442586197
8/3/2022,Widget C,South,240,50,Male,1.6356990673766862
8/4/2022,Widget A,East,182,28,Male,1.2138348504192726
8/5/2022,Widget D,South,276,45,Female,2.7827671609869857
8/6/2022,Widget A,East,297,49,Male,1.197398254789685
8/7/2022,Widget D,East,723,18,Male,3.2773385276289004
8/8/2022,Widget C,South,667,64,Male,2.530916765271085
8/9/2022,Widget C,South,790,45,Male,4.028756478727878
8/10/2022,Widget C,North,520,59,Female,2.222593987344734
8/11/2022,Widget B,West,500,24,Female,3.3719308038697284
8/12/2022,Widget D,East,797,19,Male,3.150734087020402
8/13/2022,Widget B,North,570,59,Male,1.0188497020889646
8/14/2022,Widget B,South,317,41,Male,1.2895575930572414
8/15/2022,Widget A,West,927,21,Female,2.161472849944082
8/16/2022,Widget B,North,828,61,Female,4.528940324
8/17/2022,Widget A,East,731,36,Female,1.5880598195991142
8/18/2022,Widget A,North,274,43,Female,3.8435773218421665
8/19/2022,Widget B,East,122,28,Male,4.893466264609149
8/20/2022,Widget D,South,824,57,Female,4.162270210764621
8/21/2022,Widget D,West,334,67,Female,1.9717814467481758
8/22/2022,Widget D,West,112,60,Male,4.6334610416523265
8/23/2022,Widget D,West,200,28,Male,1.3724286260335603
8/24/2022,Widget D,South,635,62,Female,2.872567767482943
8/25/2022,Widget B,East,975,20,Female,4.550167630905655
8/26/2022,Widget B,South,622,29,Female,3.565062837027479
8/27/2022,Widget C,West,884,20,Female,2.6545782589107954
8/28/2022,Widget D,South,551,59,Male,2.171251466948675
8/29/2022,Widget B,South,530,44,Male,2.500397621
8/30/2022,Widget C,South,892,66,Female,3.035767124037145
8/31/2022,Widget D,East,705,19,Female,2.2761757194912295
9/1/2022,Widget A,North,812,66,Female,4.875871448329199
9/2/2022,Widget C,North,632,33,Female,4.732310612
9/3/2022,Widget B,South,951,19,Female,4.482685872857283
9/4/2022,Widget A,North,822,47,Male,2.6873193420906136
9/5/2022,Widget A,North,751,37,Male,3.7652070773409156
9/6/2022,Widget A,South,392,55,Male,4.611317228143859
9/7/2022,Widget C,South,909,45,Female,4.401717950715712
9/8/2022,Widget B,West,200,42,Female,2.6573080560808306
9/9/2022,Widget A,North,601,49,Male,1.4495441972890428
9/10/2022,Widget D,East,403,27,Male,1.3025214553381979
9/11/2022,Widget A,South,970,59,Female,3.3082561809028106
9/12/2022,Widget A,West,639,57,Male,3.5705117408437266
9/13/2022,Widget C,East,652,50,Female,4.399370418388097
9/14/2022,Widget C,North,454,30,Female,2.170060081364124
9/15/2022,Widget B,West,402,58,Male,1.669881962
9/16/2022,Widget D,South,595,59,Male,2.516023332712798
9/17/2022,Widget C,East,757,64,Male,2.4143004945291002
9/18/2022,Widget A,South,867,54,Female,1.529875816071419
9/19/2022,Widget B,North,326,33,Female,3.6891306100526084
9/20/2022,Widget A,East,335,62,Male,3.034767762917504
9/21/2022,Widget A,North,972,39,Female,3.884491024459065
9/22/2022,Widget C,North,991,37,Female,2.410764480678939
9/23/2022,Widget B,West,554,67,Female,2.302808846310809
9/24/2022,Widget D,South,112,60,Male,2.8903034121754225
9/25/2022,Widget D,East,309,44,Female,4.509629381580588
9/26/2022,Widget C,North,840,58,Male,1.1611252269359214
9/27/2022,Widget C,North,496,33,Male,4.219331269185888
9/28/2022,Widget B,East,199,51,Female,2.475950450631026
9/29/2022,Widget D,North,130,49,Male,4.418476103
9/30/2022,Widget D,West,997,43,Female,4.208812035343426
10/1/2022,Widget D,West,627,42,Male,2.3950449895843535
10/2/2022,Widget A,West,748,19,Male,3.775506141286464
10/3/2022,Widget D,West,428,29,Female,1.6385310270937605
10/4/2022,Widget A,North,265,57,Male,4.5851262086551525
10/5/2022,Widget B,East,558,26,Male,2.6179642578076376
10/6/2022,Widget A,East,921,29,Male,2.8225024614208007
10/7/2022,Widget B,East,199,43,Female,3.8230362041479395
10/8/2022,Widget D,East,720,26,Female,4.283360946819403
10/9/2022,Widget D,South,954,27,Male,1.9453709733128384
10/10/2022,Widget B,East,272,49,Male,3.6454005595079817
10/11/2022,Widget C,South,848,51,Male,2.567992175556594
10/12/2022,Widget B,South,261,65,Female,2.4748116960158453
10/13/2022,Widget C,West,827,37,Female,3.760103295762619
10/14/2022,Widget A,South,875,56,Male,2.5487330966237374
10/15/2022,Widget A,North,362,19,Female,2.3844340006576306
10/16/2022,Widget A,South,903,18,Female,4.343553632504969
10/17/2022,Widget D,West,373,68,Female,1.4051044953240255
10/18/2022,Widget A,South,102,53,Female,3.7035704913208427
10/19/2022,Widget C,North,127,41,Male,1.9949015751624986
10/20/2022,Widget A,North,425,44,Female,1.0619929673047612
10/21/2022,Widget B,North,248,19,Female,1.667057075490768
10/22/2022,Widget B,West,639,48,Male,3.426646119103471
10/23/2022,Widget D,West,587,31,Male,3.8365087659437496
10/24/2022,Widget B,East,921,19,Female,1.0842311342252802
10/25/2022,Widget C,West,537,46,Female,1.1457017732068806
10/26/2022,Widget A,North,164,32,Male,4.610168459371812
10/27/2022,Widget D,North,455,29,Male,1.2932232724548793
10/28/2022,Widget A,West,632,54,Male,4.576728634466285
10/29/2022,Widget A,South,351,45,Female,1.9126636550036231
10/30/2022,Widget C,West,334,37,Female,3.9600712006328513
10/31/2022,Widget B,West,326,56,Male,2.2389329957840483
11/1/2022,Widget B,North,624,41,Female,4.435008102436735
11/2/2022,Widget A,East,412,38,Male,3.8018194616974315
11/3/2022,Widget D,North,148,27,Female,2.6072538344067806
11/4/2022,Widget B,East,217,63,Male,1.3052098166963182
11/5/2022,Widget D,North,153,31,Male,3.930800735483228
11/6/2022,Widget B,West,749,54,Female,3.467539023860726
11/7/2022,Widget D,North,664,35,Female,1.011646871335155
11/8/2022,Widget C,North,143,41,Female,1.0376794238897813
11/9/2022,Widget D,North,914,31,Female,4.235171892770776
11/10/2022,Widget C,West,152,51,Female,2.0375989552074154
11/11/2022,Widget C,West,685,29,Female,3.5445346709122627
11/12/2022,Widget D,West,657,39,Male,2.816857679
11/13/2022,Widget C,West,624,23,Female,4.453720058087069
11/14/2022,Widget A,East,776,53,Male,4.6678444524099545
11/15/2022,Widget C,East,201,62,Male,4.987230850715417
11/16/2022,Widget B,South,891,53,Female,1.6147365432289873
11/17/2022,Widget D,West,869,39,Male,4.451856185901901
11/18/2022,Widget A,East,948,31,Male,2.064085506915207
11/19/2022,Widget D,North,967,33,Female,3.3632634995820307
11/20/2022,Widget B,West,497,53,Female,3.0230913354768436
11/21/2022,Widget B,South,237,42,Female,1.0719525262895506
11/22/2022,Widget B,South,774,49,Male,4.731085119624379
11/23/2022,Widget C,South,486,50,Female,1.3133082205968738
11/24/2022,Widget C,North,210,62,Female,3.7528756776309433
11/25/2022,Widget D,East,713,53,Female,4.140027344833048
11/26/2022,Widget D,North,116,37,Female,4.181151396190737
11/27/2022,Widget A,West,879,35,Male,1.5419780757153791
11/28/2022,Widget A,South,281,55,Female,2.7902798020318884
11/29/2022,Widget D,North,983,20,Male,4.317715481735919
11/30/2022,Widget C,North,635,40,Female,2.2107168415150187
12/1/2022,Widget B,East,640,49,Male,2.8709947014986543
12/2/2022,Widget D,East,270,62,Male,2.091175570799383
12/3/2022,Widget A,South,508,33,Male,2.8542056715412967
12/4/2022,Widget C,North,839,22,Female,4.55135169
12/5/2022,Widget D,North,477,21,Male,2.8204969241310778
12/6/2022,Widget D,East,287,38,Female,3.2236480682972815
12/7/2022,Widget C,North,957,57,Female,2.615905133212334
12/8/2022,Widget D,North,329,68,Female,2.840468732813302
12/9/2022,Widget C,North,932,31,Female,1.0606967961856868
12/10/2022,Widget B,East,951,56,Female,2.134982039841824
12/11/2022,Widget C,South,218,48,Male,2.7463268869672977
12/12/2022,Widget C,West,255,31,Female,3.5351879039709155
12/13/2022,Widget C,South,883,23,Male,2.8002077222155686
12/14/2022,Widget D,West,786,29,Male,2.351268173286256
12/15/2022,Widget D,North,564,33,Male,2.5523949413766287
12/16/2022,Widget C,South,203,34,Male,1.9691733168018661
12/17/2022,Widget D,West,703,62,Male,4.697977131096211
12/18/2022,Widget A,East,797,40,Male,3.0869729031636584
12/19/2022,Widget A,East,894,31,Male,1.0536378154884924
12/20/2022,Widget D,South,601,24,Female,1.0777850336781865
12/21/2022,Widget D,South,792,63,Male,4.891846539808166
12/22/2022,Widget C,North,781,49,Female,1.8858035654929801
12/23/2022,Widget B,South,798,32,Male,4.222433155257258
12/24/2022,Widget D,North,274,61,Male,1.233101206242298
12/25/2022,Widget A,North,833,34,Male,4.684650946778197
12/26/2022,Widget C,East,844,58,Male,4.497668014666713
12/27/2022,Widget D,East,773,64,Female,3.2843726497380588
12/28/2022,Widget A,West,520,61,Female,1.035994629133023
12/29/2022,Widget A,East,233,51,Female,2.0312434960933503
12/30/2022,Widget B,East,490,22,Male,2.62729059
12/31/2022,Widget C,South,835,62,Male,2.840256466990247
1/1/2023,Widget C,East,600,44,Male,2.190715034249488
1/2/2023,Widget B,West,764,69,Female,1.131791473
1/3/2023,Widget B,South,132,40,Male,3.3605096237061685
1/4/2023,Widget C,West,154,57,Female,3.0966186707790238
1/5/2023,Widget C,East,618,31,Female,2.132002541716311
1/6/2023,Widget D,West,855,32,Male,1.1519038702784261
1/7/2023,Widget D,South,924,60,Male,4.978376748887761
1/8/2023,Widget B,North,737,50,Female,2.9279447473056237
1/9/2023,Widget D,West,111,48,Female,4.024016967096308
1/10/2023,Widget A,West,627,52,Female,2.809256140205342
1/11/2023,Widget D,South,819,34,Male,1.1726811634517658
1/12/2023,Widget D,South,654,45,Male,2.2384029803420002
1/13/2023,Widget A,West,472,36,Male,2.2804405640236047
1/14/2023,Widget B,East,583,63,Male,4.353411616196064
1/15/2023,Widget A,West,746,40,Male,3.6169199119994975
1/16/2023,Widget D,South,327,49,Male,2.1017196145578914
1/17/2023,Widget B,North,722,57,Female,4.870959818636344
1/18/2023,Widget D,North,406,30,Female,2.2861673295914855
1/19/2023,Widget A,East,556,37,Female,4.992936103314881
1/20/2023,Widget A,West,259,52,Male,4.984654772681052
1/21/2023,Widget D,North,430,22,Female,1.7648420709869672
1/22/2023,Widget C,West,875,26,Male,2.2509644647536007
1/23/2023,Widget C,South,324,46,Male,2.9441767939386168
1/24/2023,Widget A,North,828,23,Female,3.656402684591564
1/25/2023,Widget A,East,603,42,Male,3.112189796015197
1/26/2023,Widget C,South,555,48,Female,4.877765876529027
1/27/2023,Widget C,East,144,39,Female,3.895956656942766
1/28/2023,Widget D,South,313,19,Male,1.8481793975318976
1/29/2023,Widget D,North,158,62,Female,1.4203902008545533
1/30/2023,Widget C,East,743,22,Female,3.753605162837427
1/31/2023,Widget D,East,715,44,Female,1.633809760723052
2/1/2023,Widget D,South,294,42,Female,4.1507073613430165
2/2/2023,Widget B,East,588,25,Male,2.244146669041348
2/3/2023,Widget D,South,256,18,Female,2.307573052222426
2/4/2023,Widget A,South,709,37,Female,1.0431935695580479
2/5/2023,Widget D,South,325,61,Female,3.8040450683801628
2/6/2023,Widget D,South,511,40,Male,1.4530790122587431
2/7/2023,Widget C,North,304,49,Female,4.0915223098540725
2/8/2023,Widget A,South,178,28,Male,2.967471287668827
2/9/2023,Widget D,West,223,56,Female,4.137119259818276
2/10/2023,Widget D,East,570,64,Female,3.335706156790965
2/11/2023,Widget B,West,317,41,Female,1.329733088075963
2/12/2023,Widget D,North,615,28,Male,4.062609346820732
2/13/2023,Widget D,West,701,46,Male,1.279197939578999
2/14/2023,Widget B,East,203,43,Male,2.914806882277329
2/15/2023,Widget C,West,492,33,Male,1.6893968565798532
2/16/2023,Widget D,North,730,52,Male,4.009340711911539
2/17/2023,Widget B,South,744,37,Male,4.646364911224506
2/18/2023,Widget A,West,923,63,Female,3.216504653433097
2/19/2023,Widget C,North,707,20,Male,3.108589177196722
2/20/2023,Widget A,North,533,18,Female,4.055852785302472
2/21/2023,Widget A,East,430,64,Male,1.0203152519029088
2/22/2023,Widget B,East,242,18,Male,4.671034570540643
2/23/2023,Widget D,West,899,34,Male,1.7897952683645268
2/24/2023,Widget B,South,639,19,Female,4.9364755353049485
2/25/2023,Widget B,North,377,46,Male,3.9450157918418487
2/26/2023,Widget B,West,332,37,Male,4.097004590802684
2/27/2023,Widget B,North,628,23,Female,3.6248119214944263
2/28/2023,Widget C,North,670,25,Female,2.886652731140641
3/1/2023,Widget D,South,189,46,Female,3.286510773444662
3/2/2023,Widget A,South,591,65,Female,1.1856115440605026
3/3/2023,Widget A,West,298,68,Male,3.495838037728057
3/4/2023,Widget D,South,461,50,Female,3.504392407948187
3/5/2023,Widget A,South,540,20,Male,4.564803189607238
3/6/2023,Widget D,West,125,52,Male,3.0226254297208777
3/7/2023,Widget A,South,124,22,Female,1.308577496344244
3/8/2023,Widget B,East,493,44,Male,2.224783681928325
3/9/2023,Widget A,North,606,61,Female,3.622517648
3/10/2023,Widget D,North,400,29,Male,1.9570354510058556
3/11/2023,Widget D,North,438,37,Female,2.1221112874216037
3/12/2023,Widget D,North,366,62,Female,4.281876065443414
3/13/2023,Widget D,West,560,37,Female,3.337278927050836
3/14/2023,Widget D,North,792,26,Female,3.034109727
3/15/2023,Widget C,North,555,56,Female,2.2738078672232174
3/16/2023,Widget C,North,459,21,Female,3.9237121437321334
3/17/2023,Widget A,North,167,68,Male,2.1508737379601173
3/18/2023,Widget D,East,962,36,Male,3.948254070576701
3/19/2023,Widget A,North,511,55,Male,1.280405921069768
3/20/2023,Widget D,East,590,44,Female,4.458165366328334
3/21/2023,Widget D,West,932,62,Male,2.998265853503731
3/22/2023,Widget C,South,148,60,Female,2.754032067
3/23/2023,Widget C,North,786,30,Male,3.444093646167698
3/24/2023,Widget B,South,663,30,Male,3.4967682915850817
3/25/2023,Widget C,South,201,39,Female,1.5281407075599822
3/26/2023,Widget B,West,315,45,Male,4.0249343592648525
3/27/2023,Widget B,South,537,69,Male,2.1037131918002516
3/28/2023,Widget B,East,799,64,Male,4.619847520679656
3/29/2023,Widget B,South,668,62,Female,4.2714026536593295
3/30/2023,Widget B,South,658,39,Male,2.385064166138994
3/31/2023,Widget A,South,258,60,Female,4.230957172802858
4/1/2023,Widget C,North,588,36,Male,2.4255619971996167
4/2/2023,Widget B,North,785,25,Male,1.4037907265441625
4/3/2023,Widget D,East,341,69,Male,4.847552954902832
4/4/2023,Widget C,East,893,25,Male,3.610408061
4/5/2023,Widget C,North,852,59,Female,2.8243981066503667
4/6/2023,Widget B,East,981,43,Male,2.5910934061241586
4/7/2023,Widget A,North,104,65,Female,2.298821337033056
4/8/2023,Widget B,West,695,68,Female,4.925790381716517
4/9/2023,Widget A,South,919,43,Male,1.5389890605236296
4/10/2023,Widget D,South,460,40,Male,2.2592202356822733
4/11/2023,Widget C,East,558,60,Female,2.941990561130654
4/12/2023,Widget D,North,347,30,Female,2.9119981802172457
4/13/2023,Widget A,North,665,45,Male,2.885465937631374
4/14/2023,Widget A,East,772,26,Male,1.7031352633215273
4/15/2023,Widget D,North,521,37,Male,1.5797301084380022
4/16/2023,Widget A,West,837,36,Male,2.0190703453144803
4/17/2023,Widget D,South,114,65,Male,4.658104615208224
4/18/2023,Widget C,East,835,56,Female,1.4522118713380405
4/19/2023,Widget D,East,672,68,Male,4.029700413493299
